"","EarDiameter_NY","EarLength_NY","EarRankNumber_NY","EarRowNumber_NY","EarWeight_NY","GDDAnthesisSilkingInterval_NY","GDDDaystoSilk_NY","GDDDaystoTassel_NY","GerminationCount_NY","LeafLength_NY","LeafWidth_NY","MainSpikeLength_NY","MiddleLeafAngle_NY","NIROil_NY","NIRProtein_NY","NIRStarch_NY","NorthernLeafBlightPercentage_NY","NumberofTilleringPlants_NY","PlantHeight_NY","SecondaryBranchNumber_NY","SeedSetLength_NY","StandCount_NY","TasselBranchLength_NY","TasselLength_NY","TasselPrimaryBranches_NY","TilleringIndex_NY","UpperLeafAngle_NY","X20KernelWeight_NY"
"Z013E0028",44.9168088360651,153.841988531228,30.0415299227703,16.0846510102173,122.533832393914,21.456665,830.386945,808.9277775,3.94077612733705,742.303278488101,97.258457307065,210.5,47.5,4.235,14.07,67.615,NA,0.86473649885544,160,1.81857637417577,145.021552970443,7.85801426426351,226.712491631153,307,12,NA,67.5,4.77437809506063
"Z013E0029",40.8007069952455,146.886562961337,20.0415299227703,17.1576893423934,74.4732949707388,47.09611,885.009445,837.913335,4.66666666666667,755.303278488101,93.258457307065,207.5,57.5,4.51921931449083,13.664921258578,66.5697476114519,5.72647058856373,0.86473649885544,162.5,1.81857637417577,131.437275707228,13.8580142642635,188.712491631153,299,11,NA,72.5,3.47911891959665
"Z013E0030",39.407697422787,129.284431304277,32.0415299227703,14.1346361627153,82.793621226218,9.6658325,897.1922225,887.52389,8,857.696721511899,100.741542692935,225.5,30,4.135,13.305,68.4,8.72647058856373,0.86473649885544,200,2.81857637417577,116.573500777993,9.85801426426351,199.712491631153,323,7.5,NA,55,4.05807012793367
"Z013E0031",44.7915955819674,161.579005734386,NA,15.4576744948914,136.483083803043,14.4058657426244,872.906183028509,858.67666783576,2.94077612733705,776.303278488101,82.258457307065,219.495229530357,49.2036014082141,NA,NA,NA,NA,0.86473649885544,151.615700738489,1.81857637417577,145.989223514779,10.8580142642635,228.712491631153,297.891762504946,8.3746963932817,NA,74.7583708022721,4.88781095246968
"Z013E0032",44.5507069952455,111.636562961337,24.0415299227703,16.1576893423934,76.4732949707389,25.733055,808.9277775,783.1922225,6.66666666666667,601,101.5,198.5,62.5,2.59921931449083,11.564921258578,72.7497476114519,NA,0.86473649885544,130,0.818576374175771,103.437275707228,11.8580142642635,204.712491631153,279.5,5,NA,57.5,4.90411891959665
"Z013E0033",51.9168088360651,111.841988531228,17.0415299227703,22.0846510102173,86.5338323939136,20.206665,891.3172225,871.108055,7.33333333333333,817.5,86.5,228,52.5,3.60921931449083,12.584921258578,68.969747611452,13.7264705915637,0.864736498855441,185,1.81857637417577,85.0215529704427,13.8580142642635,182.712491631153,323.5,9.5,NA,52.5,4.47437809506063
"Z013E0034",48.157697422787,146.784431304277,36.0415299227703,17.8846361627153,124.293621226218,50.0119425,859.4541675,809.4422225,5,771.5,104.5,238.5,55,4.745,15.01,66.51,4.39313725456373,0.86473649885544,160,1.81857637417577,141.323500777993,9.85801426426351,194.712491631153,334,11,NA,62.5,4.23307012793367
"Z013E0035",38.0507069952455,155.136562961337,31.0415299227703,14.1576893423934,71.9732949707388,15.136945,962.9566675,947.8172225,4.94077612733705,911,113,223.5,52.5,5.38078068550917,15.715078741422,63.6602523885481,NA,0.86473649885544,172.5,2.81857637417577,133.937275707228,5.85801426426351,201.712491631153,323.5,7.5,NA,75,3.02911891959665
"Z013E0036",37.184605154426,124.431137391445,NA,14.2307276745695,52.412757547564,28.47111,962.9566675,934.4830575,9.44077612733705,835.5,101,219.5,57.5,4.77,15.405,65.9,NA,0.86473649885544,172.5,3.81857637417577,96.8529984440132,13.8580142642635,244.712491631153,347,11,NA,65,2.52911891959665
"Z013E0037",35.157697422787,130.166666666667,29.0415299227703,14,63.293621226218,55.7619425,962.9566675,907.1922225,4.44077612733705,807.5,99.5,198.5,47.5,4.91921931449083,16.734921258578,61.5597476114519,NA,0.86473649885544,143.384299261511,1.81857637417577,126.573500777993,13.8580142642635,243.712491631153,288.5,9,NA,60.2416291977279,2.98333333333333
"Z013E0038",40.9168088360651,98.8419885312282,22.0415299227703,14.0846510102173,62.5338323939136,20.1080575,834.97111,814.8580575,6.66666666666667,666,107.5,172,62.5,4.36921931449083,13.324921258578,67.7297476114519,15.3931372515637,0.86473649885544,127.5,2.81857637417577,92.0215529704427,8.85801426426351,172.712491631153,248.5,6.5,NA,66.25,3.97437809506063
"Z013E0039",44.3333333333333,164.333333333333,27.0415299227703,18,85.6666666666667,61.06722,937.47111,876.39889,9.44077612733705,733.303278488101,88.258457307065,203.5,60,3.715,12.31,68.62,NA,0.86473649885544,180,2.81857637417577,122,10.8580142642635,214.712491631153,335.5,14,NA,60,4.05807012793367
"Z013E0040",41.3333333333333,133.166666666667,31.0415299227703,12.6666666666667,82.6666666666667,46.206665,903.72111,857.511945,9.66666666666666,761,89.5,217.5,60,3.72,11.785,72.93,NA,0.86473649885544,162.5,1.81857637417577,121.11111111,11.8580142642635,183.712491631153,329.5,6,NA,65,4.01666666666667
"Z013E0041",41.9168088360651,128.841988531228,32.0415299227703,16.0846510102173,95.5338323939136,25.733055,808.9277775,783.1922225,7.41206330384595,686.5,79,170,45.7963985917859,2.76,10.835,72.63,20.3931372515637,2.86473649885544,150,0.818576374175771,120.021552970443,7.85801426426351,124.712491631153,258,8.5,NA,72.5,3.07437809506063
"Z013E0042",43.5,105.666666666667,32.0415299227703,17.3333333333333,78.5,44.7475,863.4686125,818.7186125,8.33333333333333,735.696721511899,89.741542692935,176,35,4.76,13.235,68.105,10.3931372545637,0.86473649885544,120,1.81857637417577,101,7.85801426426351,83.7124916311534,260.5,6.5,NA,62.5,4.03333333333333
"Z013E0043",48.9168088360651,118.841988531228,29.0415299227703,20.0846510102173,82.5338323939136,42.90139,920.5527775,877.64889,8.44077612733705,783.5,120,203.5,57.5,4.155,15.11,63.565,NA,0.86473649885544,163.384299261511,1.81857637417577,121.021552970443,11.8580142642635,238.712491631153,297.5,9,NA,75.2416291977279,3.37437809506063
"Z013E0044",43.407697422787,138.784431304277,NA,14.2307276745695,65.5,27.261945,947.8172225,920.5527775,6.94077612733705,657.5,97.5,185.5,45,NA,NA,NA,NA,0.86473649885544,150,2.81857637417577,102.125448585544,10.8580142642635,198.712491631153,256,5,NA,57.5,4.48333333333333
"Z013E0045",NA,NA,NA,NA,NA,27.360555,924.0672225,896.7066675,8,788.5,104.75,149.5,60,5.455,14.07,65.895,12.0598039215637,0.86473649885544,185,1.81857637417577,NA,13.8580142642635,204.712491631153,289,15,NA,62.5,NA
"Z013E0046",38,183.833333333333,39.0415299227703,12.6666666666667,103,16.9422225,904.4686125,887.52389,7.33333333333333,693.303278488101,110.258457307065,212.5,65,5.62,14.485,65.71,10.3931372545637,0.86473649885544,132.5,2.81857637417577,169.166666666667,11.8580142642635,229.712491631153,322,19.5,NA,50,4.15
"Z013E0047",37.1666666666667,132.666666666667,NA,14.2307276745695,46.6666666666667,7.360555,947.8172225,940.4566675,6.33333333333333,776.5,105.5,122.5,62.5,3.26921931449083,13.924921258578,67.4597476114519,9.55980392156373,0.86473649885544,180,2.81857637417577,113.239223514779,12.8580142642635,192.712491631153,235.5,8.5,NA,62.5,3.32911891959665
"Z013E0048",38.9168088360651,148.841988531228,24.0415299227703,14.0846510102173,70.5338323939136,21.2908325,910.5936125,889.3027775,7.705678862366,769,97,187.5,52.5,5.575,14.125,65.005,NA,0.86473649885544,170,2.81857637417577,125.021552970443,11.8580142642635,176.712491631153,312.5,15.5,NA,52.5,3.57437809506063
"Z013E0049",36.9168088360651,139.841988531228,25.0415299227703,12.0846510102173,63.5338323939136,26.2186125,924.0672225,897.8436125,4.44077612733705,812.5,96,183.5,52.5,4.32921931449083,15.834921258578,62.029747611452,NA,0.864736498855439,140,1.81857637417577,137.021552970443,9.85801426426351,202.712491631153,327,12.5,NA,62.5,3.77437809506063
"Z013E0050",44.9168088360651,148.136562961337,31.0415299227703,17.1576893423934,98.5338323939136,8.64691425737563,912.867706971491,904.04444216424,9.94077612733705,859.303278488101,114.258457307065,180,55,4.55921931449083,16.004921258578,63.669747611452,NA,0.86473649885544,185,2.81857637417577,129.021552970443,13.8580142642635,165.712491631153,267.5,8.5,NA,65.2416291977279,2.87437809506063
"Z013E0051",41.5,161,32.0415299227703,13.3333333333333,88.8333333333333,36.985555,891.7066675,854.72111,5.66666666666667,670.696721511899,77.7415426929351,156.5,57.5,4.31921931449083,13.444921258578,65.159747611452,18.7264705915637,0.86473649885544,145,2.81857637417577,151,12.8580142642635,156.712491631153,279,9.5,NA,67.5,4.48333333333334
"Z013E0052",42,132.333333333333,21.0415299227703,16.3333333333333,86.5,38.4013875,935.0672225,896.6633325,7.33333333333333,763.5,113,212,47.5,3.875,16.09,63.8,8.55980392156373,0.86473649885544,155,2.81857637417577,123.5,11.8580142642635,253.712491631153,287,6,NA,65,4.4
"Z013E0053",39.407697422787,128.784431304277,14.0415299227703,12.3846361627153,41.043621226218,36.3436125,946.4541675,910.110555,6.66666666666667,828.5,102.25,189.5,46.25,5.295,14.22,65.605,NA,0.86473649885544,203.384299261511,2.81857637417577,86.8235007779934,12.8580142642635,204.712491631153,309.5,7.5,NA,67.5,4.43307012793367
"Z013E0054",49.8985860095089,151.726874077326,NA,21.6846213152132,128.553410058522,39.761945,889.8725,850.110555,5.66666666666667,649,92,237.5,55,4.13921931449083,16.044921258578,62.9397476114519,15.3931372515637,0.86473649885544,155,-0.181423625824229,118.625448585544,9.85801426426351,226.712491631153,306.75,6,NA,62.5,3.6917621608067
"Z013E0055",44,160,34.0415299227703,15.6666666666667,98.6666666666666,34.2475,900.3725,866.1225,6.66666666666667,836.303278488101,100.258457307065,216,57.5,4.6,13.005,67.695,13.7264705915637,0.86473649885544,143.384299261511,2.81857637417577,129.666666666667,10.8580142642635,236.712491631153,323.5,8,NA,75.2416291977279,4.21666666666667
"Z013E0056",43.5,130.833333333333,16.0415299227703,14.6666666666667,85.3333333333333,32.64889,907.1922225,874.5408325,6.44077612733705,752,88,215.5,45,4.455,13.05,65.285,NA,0.86473649885544,150,0.818576374175771,109.833333333333,11.8580142642635,242.712491631153,300,6,NA,60,5.26666666666667
"Z013E0057",39.407697422787,123.534431304277,24.5415299227703,14.3846361627153,63.293621226218,68.5672225,918.6777775,850.110555,7.44077612733705,769.5,86,174,50,5.295,12.735,68.245,NA,0.86473649885544,165,1.81857637417577,107.823500777993,8.85801426426351,246.712491631153,306,12,NA,62.5,3.43307012793367
"Z013E0058",42.6666666666667,120.166666666667,27.0415299227703,15.6666666666667,65.5,13.886945,910.5936125,896.7066675,5.44077612733705,747,98,218.5,45,NA,NA,NA,NA,0.86473649885544,170,2.81857637417577,97.1666666666667,11.8580142642635,178.712491631153,314,7.5,NA,65,3.31666666666667
"Z013E0059",42.657697422787,123.534431304277,28.0415299227703,16.3846361627153,72.293621226218,28.235555,837.913335,809.6777775,7,779.5,83,228.5,55,5.07,14.31,67.46,NA,0.86473649885544,161.25,1.81857637417577,110.823500777993,10.8580142642635,209.712491631153,354,11.5,NA,47.5,3.83307012793367
"Z013E0060",43.5,111.833333333333,25.0415299227703,19,82,13.788335,896.261945,882.47111,2.94077612733705,667.5,87,190.5,55,3.83078068550917,14.155078741422,68.0602523885481,NA,0.86473649885544,157.5,1.81857637417577,100.666666666667,7.85801426426351,221.712491631153,276,11.5,NA,70,3.55
"Z013E0061",44.8985860095089,133.726874077326,NA,13.6846213152132,69.5534100585223,33.4277775,892.886945,859.4541675,8.44077612733705,753,99,205.5,67.5,4.585,15.155,63.045,NA,0.86473649885544,172.5,0.818576374175771,85.1254485855441,8.85801426426351,198.712491631153,309,6.5,NA,72.5,5.0917621608067
"Z013E0062",41.5507069952455,153.636562961337,30.0415299227703,13.1576893423934,65.4732949707388,17.0527775,913.72111,896.6633325,7.66666666666667,699.5,102,255,42.5,5.54921931449083,13.944921258578,63.1497476114519,NA,0.86473649885544,170,1.81857637417577,137.937275707228,9.85801426426351,206.712491631153,334.5,6,NA,50,4.32911891959665
"Z013E0063",47,128.333333333333,16.0415299227703,17.3333333333333,93.3333333333333,31.9277775,882.7763875,850.8436125,5,667.5,110,155.5,60,4.47,13.55,68.195,NA,0.86473649885544,160,2.81857637417577,114,8.85801426426351,206.712491631153,297,11.5,NA,67.5,4.9
"Z013E0064",47.0507069952455,129.136562961337,32.0415299227703,18.0846510102173,119.473294970739,9.34611,768.3725,759.02389,6.91206330384595,710.5,87,182.5,50,3.07,12.045,70.675,18.7264705915637,0.86473649885544,160,0.818576374175771,121.437275707228,9.85801426426351,172.712491631153,267.5,10,NA,80,3.87911891959665
"Z013E0065",48.6666666666667,115.833333333333,25.0415299227703,14.6666666666667,116.543621226218,8.610555,866.1225,857.511945,7.94077612733705,801.5,86.5,246.5,42.5,3.87,10.275,70.64,NA,0.86473649885544,170,1.81857637417577,107.833333333333,9.85801426426351,186.712491631153,328,5.5,NA,67.5,5.26666666666666
"Z013E0066",37.657697422787,98.5344313042773,17.0415299227703,15.3846361627153,50.793621226218,31.0741957426244,927.353403028509,896.6633325,10.440776127337,783.303278488101,84.258457307065,172.5,50,NA,NA,NA,NA,0.86473649885544,160,1.81857637417577,82.0735007779934,13.8580142642635,212.712491631153,270.5,9.5,NA,57.5,3.20807012793367
"Z013E0067",41.157697422787,197.284431304277,32.0415299227703,13.3846361627153,102.543621226218,27.4686125,924.136945,896.6633325,7.44077612733705,848.303278488101,106.258457307065,216.5,65,4.66,14.15,64.775,NA,0.86473649885544,165,0.818576374175771,173.823500777993,6.85801426426351,219.712491631153,319,8.5,NA,65,3.90807012793367
"Z013E0068",44.5507069952456,159.136562961337,40.0415299227703,17.1576893423934,123.533832393914,42.9422225,887.52389,844.5816675,5.66666666666667,816.5,110.5,220,47.5,4.045,12.925,67.09,10.3931372545637,0.86473649885544,172.5,2.81857637417577,155.437275707228,9.85801426426351,163.712491631153,318,7,NA,72.5,4.77437809506063
"Z013E0069",40.3333333333333,152.833333333333,30.0415299227703,16,96.5,48.7619425,904.8725,856.1080575,7.44077612733705,760.5,90,163.5,55,4.74921931449083,15.284921258578,63.569747611452,NA,0.86473649885544,162.5,2.81857637417577,137.833333333333,9.85801426426351,207.712491631153,279.5,13.5,NA,65.2416291977279,3.25807012793367
"Z013E0070",48.0507069952455,145.136562961337,28.0415299227703,15.6576893423934,120.723294970739,25.5936125,869.038335,843.4422225,7.705678862366,770,97.5,223.5,45,5.29921931449083,13.334921258578,68.6797476114519,NA,0.86473649885544,155,1.81857637417577,124.687275707228,12.8580142642635,210.712491631153,325,9.5,NA,70,5.37911891959665
"Z013E0071",44.0507069952455,161.136562961337,32.0415299227703,15.1576893423934,110.473294970739,25.5552775,896.6633325,871.108055,4,763.5,89.5,194.5,47.5,4.62,16.885,64.24,15.3931372515637,0.86473649885544,140,0.818576374175771,146.937275707228,10.8580142642635,212.712491631153,275.5,9.5,NA,67.5,5.62911891959665
"Z013E0072",43.407697422787,145.784431304277,37.0415299227703,14.2179694977153,113.626954576218,65.636945,883.3316675,817.6922225,6.94077612733705,697,101.5,191,48.75,4.295,14.33,66.165,NA,0.86473649885544,157.5,4.81857637417577,135.573500777993,13.8580142642635,210.712491631153,309.5,10,NA,60,5.30807012793367
"Z013E0073",37.5507069952455,120.636562961337,19.0415299227703,14.1576893423934,54.9732949707388,13.886945,910.5936125,896.7066675,7.66666666666667,747.5,103,204.5,45,3.735,12.82,67.26,6.05980392156373,0.86473649885544,137.5,2.81857637417577,115.937275707228,10.8580142642635,256.712491631153,335,11.5,NA,67.5,3.37911891959665
"Z013E0074",41.9168088360651,158.841988531228,24.0415299227703,16.0846510102173,73.5338323939136,34.4422225,891.9541675,857.511945,4.94077612733705,690.5,94.5,218,47.5,4.69,15.95,66.285,NA,0.86473649885544,160,1.81857637417577,118.021552970443,12.8580142642635,222.712491631153,299.5,7.5,NA,67.5,4.37437809506063
"Z013E0075",40.9168088360651,101.841988531228,23.0415299227703,18.0846510102173,55.5338323939136,36.6777775,866.1225,829.4422225,9,717,93.5,189.5,65,4.625,14.44,64.27,NA,0.86473649885544,130,1.81857637417577,103.021552970443,10.8580142642635,209.712491631153,312.5,7,NA,77.5,2.87437809506063
"Z013E0076",41.8333333333333,126.333333333333,16.0415299227703,14.4576744948914,77,24.1269757426244,836.516738028509,854.72111,7.33333333333333,670.5,87,177.5,60,4.79921931449082,13.994921258578,65.7597476114519,4.05980392156373,0.86473649885544,142.5,-0.181423625824229,115,10.8580142642635,161.712491631153,293,7,NA,50,4.83333333333333
"Z013E0077",42.907697422787,137.534431304277,22.0415299227703,16.3846361627153,90.293621226218,31.610555,883.3316675,851.7186125,10,644.303278488101,78.258457307065,206.5,58.75,3.995,12.27,71.235,10.3931372545637,0.86473649885544,132.5,2.81857637417577,122.323500777993,8.85801426426351,230.712491631153,334,10,NA,70,4.00807012793367
"Z013E0078",38.0507069952455,114.136562961337,17.0415299227703,14.1576893423934,59.9732949707388,47.5527775,898.483055,850.9277775,7.94077612733705,755.303278488101,88.258457307065,213,60,3.86078068550917,12.445078741422,67.9202523885481,NA,0.86473649885544,160,0.818576374175771,83.4372757072279,8.85801426426351,209.712491631153,302,9.5,NA,75,3.87911891959665
"Z013E0079",45.5,118.833333333333,22.0415299227703,14.3333333333333,95.8333333333334,52.913335,829.4422225,776.52389,9.66666666666667,697,99,208.5,62.5,3.78,11.74,71.03,4.39313725456373,0.86473649885544,160,1.81857637417577,108.5,10.8580142642635,226.712491631153,283.5,5,NA,62.5,5.81666666666667
"Z013E0080",41.6666666666667,117,24.0415299227703,14,71.6666666666667,48.3725,898.483055,850.110555,8.66666666666667,606,93,162,45,4.48,14.305,62.59,3.05980392156373,0.86473649885544,167.5,0.818576374175771,108.833333333333,10.8580142642635,160.712491631153,242,7,NA,75,4.1
"Z013E0081",41.6666666666667,161.333333333333,27.0415299227703,14.6666666666667,112.666666666667,15.5527775,891.9541675,876.39889,5.94077612733705,773.5,101.5,189,50,5.11,14.665,65.505,NA,0.86473649885544,130,1.81857637417577,147.5,11.8580142642635,183.712491631153,257.5,10.5,NA,55,4.1
"Z013E0082",48.8333333333333,134.5,29.0415299227703,14.6666666666667,109.483083803043,19.7883325,900.3725,880.5791675,9.00000000000001,801,96.5,267,57.5,4.385,13.235,66.55,10.3931372545637,0.86473649885544,157.5,3.81857637417577,106.333333333333,9.85801426426351,282.712491631153,373,8,NA,57.5,5.68333333333333
"Z013E0083",45.157697422787,128.784431304277,25.0415299227703,17.8846361627153,94.793621226218,73.8530857426244,970.127293028509,900.2475,5.94077612733705,663.5,103.5,191.5,55,4.64921931449083,14.084921258578,62.0197476114519,NA,0.86473649885544,150,3.81857637417577,117.573500777993,7.85801426426351,192.712491631153,290,9.5,NA,72.5,4.28307012793367
"Z013E0084",39.184605154426,84.4311373914454,NA,16.2307276745695,50.412757547564,45.4158325,962.9566675,917.538335,2.44077612733705,775.5,92,155.5,53.75,NA,NA,NA,NA,0.86473649885544,138.384299261511,2.81857637417577,78.8529984440132,3.85801426426351,212.712491631153,282,12,NA,67.5,4.18385974413267
"Z013E0085",37.157697422787,161.284431304277,22.0415299227703,14.6846213152132,55.543621226218,78.8530857426244,947.353403028509,871.1225,7,847.303278488101,101.258457307065,250,40,4.48,15.77,62.545,17.0598039215637,0.86473649885544,190,2.81857637417577,136.573500777993,7.85801426426351,281.712491631153,378,8,NA,62.5,3.43307012793367
"Z013E0086",41.9168088360651,144.841988531228,33.0415299227703,18.0846510102173,94.5338323939136,31.331665,886.360555,855.02389,7.66666666666667,790,99.5,226.5,45,4.225,13.54,65.77,4.39313725456373,0.86473649885544,167.5,1.81857637417577,147.021552970443,7.85801426426351,272.712491631153,340,6.5,NA,72.5,3.57437809506063
"Z013E0087",40.9168088360651,143.841988531228,29.0415299227703,14.0846510102173,116.533832393914,30.735555,863.4686125,832.733055,7.66666666666667,729,88.5,191.5,50,5.45,13.71,68.6,13.7264705915637,0.86473649885544,155,3.81857637417577,145.021552970443,11.8580142642635,174.712491631153,267,10.5,NA,67.5,4.67437809506063
"Z013E0088",20.5507069952455,142.136562961337,31.0415299227703,15.1576893423934,87.9732949707389,66.0263875,935.0672225,869.038335,7.66666666666667,802,97.5,244,52.5,5.105,14.19,66.33,9.39313725456373,0.86473649885544,197.5,0.818576374175771,138.937275707228,8.85801426426351,241.712491631153,364.5,13,NA,72.5,4.12911891959665
"Z013E0089",43.9168088360651,178.841988531228,39.0415299227703,14.0846510102173,132.533832393914,60.636945,870.413335,809.77639,9,857.5,115.5,260.5,62.5,5.29,14.425,64.335,10.3931372545637,0.86473649885544,157.5,2.81857637417577,169.021552970443,9.85801426426351,266.712491631153,335,5.5,NA,77.5,4.37437809506063
"Z013E0090",41.0507069952455,167.136562961337,35.0415299227703,16.1576893423934,104.473294970739,58.9830575,865.233055,806.2475,10.940776127337,588.5,91.5,198.5,47.5,6,11.47,71.095,NA,0.86473649885544,140,1.81857637417577,152.937275707228,10.8580142642635,205.712491631153,308.5,8,NA,50,4.22911891959665
"Z013E0091",44.1666666666667,110.333333333333,23.0415299227703,16,81,54.0408325,891.9541675,837.913335,6.33333333333333,823.696721511899,113.741542692935,167.5,57.5,3.535,13.42,68.43,4.05980392156373,0.86473649885544,162.5,2.81857637417577,101.5,12.8580142642635,191.712491631153,249.5,10,NA,67.5,4.51281095246968
"Z013E0092",48.9168088360651,117.841988531228,20.0415299227703,16.0846510102173,72.5338323939136,56.52389,856.1080575,799.5791675,8,736,87,207,65,3.795,12.43,65.865,5.39313725456373,0.86473649885544,137.5,1.81857637417577,89.0215529704427,8.85801426426351,184.712491631153,336.5,9,NA,70,4.87437809506064
"Z013E0093",49.5,93.5,16.0415299227703,20.3333333333333,71.1666666666667,59.0527775,880.5791675,821.52639,6.33333333333333,669,103.5,209,55,3.76921931449082,12.434921258578,68.9097476114519,8.72647058856373,0.86473649885544,152.5,2.81857637417577,87.5,7.85801426426351,209.712491631153,287,10,NA,65,4.11666666666667
"Z013E0094",39.907697422787,120.534431304277,18.0415299227703,11.8846361627153,57.293621226218,3.86979342053311e-15,934.4830575,934.4830575,7,727.5,117.5,138,52.5,NA,NA,NA,10.3931372545637,0.86473649885544,155,1.81857637417577,92.8235007779934,5.85801426426351,216.712491631153,237.5,8,NA,75,4.10807012793367
"Z013E0095",46.157697422787,150.034431304277,34.0415299227703,18.3846361627153,122.043621226218,56.1225,877.64889,821.52639,10,706.5,90,221.5,65,5.03,13.21,68.39,12.0598039215637,0.86473649885544,172.5,1.81857637417577,139.573500777993,10.8580142642635,204.712491631153,346,13,NA,72.5,3.75807012793367
"Z013E0096",43.9168088360651,129.841988531228,25.0415299227703,16.0846510102173,88.5338323939137,49.8316675,864.6922225,814.8580575,5.66666666666667,712.5,99,155.5,52.5,4.015,13.105,65.445,NA,0.86473649885544,162.5,2.81857637417577,115.021552970443,10.8580142642635,179.712491631153,261,12.5,NA,60,4.17437809506063
"Z013E0097",42.6666666666667,151.5,34.0415299227703,16.6666666666667,97.8333333333334,6.38194135442715e-15,900.2475,900.2475,9.44077612733705,799.5,103,199.5,45,4.64921931449083,14.854921258578,62.4797476114519,NA,0.86473649885544,155,2.81857637417577,131.333333333333,12.8580142642635,224.712491631153,346,11,NA,62.5,3.78333333333333
"Z013E0098",40,147.333333333333,35.0415299227703,15.3333333333333,67.6666666666667,31.1777775,924.0672225,892.886945,8,823.5,91,194,67.5,4.165,16.12,62.11,NA,1.86473649885544,157.5,0.818576374175771,134.333333333333,10.8580142642635,199.712491631153,340.5,9.5,NA,67.5,3.53333333333333
"Z013E0099",40.0507069952455,117.136562961337,22.0415299227703,14.1576893423934,67.4732949707389,17.9302775,862.511945,844.5816675,4.44077612733705,639,103,156,57.5,4.23078068550917,13.025078741422,71.410252388548,NA,0.86473649885544,152.5,1.81857637417577,99.9372757072279,8.85801426426351,226.712491631153,259,11.5,NA,57.5,3.87911891959665
"Z013E0100",39.5,137.166666666667,19.0415299227703,13.6666666666667,71.6666666666667,41.913335,903.608055,861.6922225,6.94077612733705,816,100,239.5,47.5,3.98078068550917,11.205078741422,71.5402523885481,NA,0.86473649885544,162.5,2.81857637417577,121.166666666667,10.8580142642635,192.712491631153,361,10,NA,70,5.16666666666667
"Z013E0101",43.6666666666667,151.5,27.0415299227703,14.6666666666667,84.8333333333333,43.108055,859.4541675,816.34611,9.44077612733705,701.5,86,192.5,42.5,4.83,13.955,68.575,NA,0.86473649885544,149.16666665,-0.181423625824229,122.833333333333,12.8580142642635,198.712491631153,276,7.75,NA,77.5,5.01281095246968
"Z013E0102",39.3985860095089,128.726874077326,NA,11.6846213152132,32.5534100585223,31.6269757426244,859.853403028509,828.39777783576,2.94077612733705,723,85.5,228.5,62.5,NA,NA,NA,NA,0.86473649885544,145,0.818576374175771,88.6254485855441,9.85801426426351,249.712491631153,337,7,NA,42.5,6.2417621608067
"Z013E0103",44.9168088360651,121.841988531228,23.0415299227703,16.0846510102173,87.5338323939136,6.52639,892.886945,886.360555,5.66666666666667,674.5,114,184,60,5.275,12.73,64.735,2.72647058856373,0.86473649885544,137.5,1.81857637417577,113.021552970443,12.8580142642635,242.712491631153,285.5,8.5,NA,65.2416291977279,5.07437809506063
"Z013E0104",46,147,27.0415299227703,15.6666666666667,118.166666666667,31.610555,883.3316675,851.7186125,9.44077612733705,767,99,210,42.5,3.775,14.135,67.715,NA,0.86473649885544,160,NA,140.166666666667,11.8580142642635,199.712491631153,309,8.62530360671831,NA,60,5.35
"Z013E0105",41.907697422787,152.534431304277,35.0415299227703,15.3846361627153,108.293621226218,28.6777775,844.27389,815.59611,11.4407761273371,734.5,106,195,62.5,4.735,14.075,68.175,NA,0.86473649885544,144.16666665,1.81857637417577,136.073500777993,13.8580142642635,219.712491631153,314,11,NA,72.5,4.98307012793367
"Z013E0106",39.5507069952455,130.136562961337,24.0415299227703,16.1576893423934,90.9732949707388,16.52639,892.886945,876.360555,7.44077612733705,751.5,93.5,234.5,50,4.98078068550917,13.575078741422,66.7602523885481,NA,0.86473649885544,150,2.81857637417577,127.937275707228,10.8580142642635,260.712491631153,346,7,NA,47.5,3.62911891959665
"Z013E0107",43.5,151.333333333333,37.0415299227703,16,122,65.34611,851.2186125,785.8725,10,728.5,92,249,55,5.17921931449083,13.904921258578,68.6297476114519,NA,0.86473649885544,165,1.81857637417577,146.166666666667,11.8580142642635,202.712491631153,346.5,7.5,NA,57.5,5.41666666666667
"Z013E0108",37.407697422787,88.0344313042773,13.0415299227703,11.8846361627153,36.293621226218,29.0672225,891.7066675,862.6369425,6.33333333333333,679.5,76,187,65,NA,NA,NA,4.39313725456373,0.86473649885544,141.25,0.818576374175771,78.8235007779934,12.8580142642635,209.712491631153,301.5,9.5,NA,60,4.30807012793367
"Z013E0109",43.9168088360651,172.841988531228,32.0415299227703,16.0846510102173,113.533832393914,33.75,883.3316675,849.5816675,4.66666666666667,749,101,208,52.5,4.94921931449082,13.274921258578,66.3697476114519,12.0598039215637,0.86473649885544,157.5,0.818576374175771,156.021552970443,8.85801426426351,212.712491631153,299,5.5,NA,67.5,4.27437809506063
"Z013E0110",42.6666666666667,156.833333333333,24.0415299227703,17.3333333333333,93.6666666666667,57.8725,900.2475,842.3725,8.66666666666667,820.5,96.5,204,55,4.97,14.425,65.825,10.7264705885637,0.86473649885544,177.5,0.818576374175771,141.666666666667,12.8580142642635,140.712491631153,283.5,5,NA,67.5,4.23333333333333
"Z013E0111",39.1666666666667,100.666666666667,15.0415299227703,14,58.6666666666667,34.8027775,881.360555,846.5527775,7.33333333333333,680,87,222.5,55,4.735,12.915,65.775,5.72647058856373,0.86473649885544,125,1.81857637417577,86.5,10.8580142642635,229.712491631153,313,9,NA,62.5,3.45
