"","EarDiameter_NY","EarLength_NY","EarRankNumber_NY","EarRowNumber_NY","EarWeight_NY","GDDAnthesisSilkingInterval_NY","GDDDaystoSilk_NY","GDDDaystoTassel_NY","GerminationCount_NY","LeafLength_NY","LeafWidth_NY","MainSpikeLength_NY","MiddleLeafAngle_NY","NIROil_NY","NIRProtein_NY","NIRStarch_NY","NorthernLeafBlightPercentage_NY","NumberofTilleringPlants_NY","PlantHeight_NY","SecondaryBranchNumber_NY","SeedSetLength_NY","StandCount_NY","TasselBranchLength_NY","TasselLength_NY","TasselPrimaryBranches_NY","TilleringIndex_NY","UpperLeafAngle_NY","X20KernelWeight_NY"
"Z013E0112",37.407697422787,100.534431304277,21.0415299227703,13.8846361627153,40.5338323939136,36.636945,934.4830575,897.8436125,5.66666666666667,672.5,82,188.5,53.75,5.73921931449083,15.874921258578,61.119747611452,22.0598039215637,0.86473649885544,158.384299261511,-0.181423625824229,82.8235007779934,12.8580142642635,188.712491631153,272,8.5,NA,67.5,3.25807012793367
"Z013E0113",45.5507069952455,171.886562961337,29.0415299227703,15.1576893423934,132.473294970739,19.1777775,843.4422225,824.2619425,7.94077612733705,NA,NA,248.5,46.25,4.78,14.44,63.545,NA,0.86473649885544,157.5,2.81857637417577,150.187275707228,11.8580142642635,212.712491631153,322.5,4.5,NA,70,5.47911891959665
"Z013E0114",43.1666666666667,114.944444433333,16.0415299227703,16,60.6666666666667,27.22111,930.4566675,903.2330575,6.44077612733705,755,82.5,203,62.5,NA,NA,NA,NA,0.86473649885544,148.384299261511,2.81857637417577,96,7.85801426426351,234.712491631153,318.5,7.5,NA,75,3.8
"Z013E0115",45.0507069952455,154.136562961337,25.0415299227703,16.1576893423934,87.9732949707388,25.663335,855.110555,829.4422225,7.44077612733705,797.303278488101,92.258457307065,194.5,37.5,3.86,13.09,71.35,NA,0.86473649885544,153.75,1.81857637417577,123.937275707228,14.8580142642635,210.712491631153,310,11.5,NA,52.5,4.27911891959665
"Z013E0116",46.0507069952455,126.136562961337,18.0415299227703,16.1576893423934,79.4732949707388,17.9422225,889.3027775,871.360555,8,818,99.5,216,47.5,2.90921931449082,12.354921258578,64.0297476114519,20.3931372515637,0.86473649885544,152.5,2.81857637417577,106.437275707228,6.85801426426351,204.712491631153,323,8,NA,65,5.32911891959665
"Z013E0117",43.9168088360651,161.841988531228,32.0415299227703,16.0846510102173,112.533832393914,28.761945,844.3580575,815.59611,7.66666666666667,686,102,190.5,65,4.235,14.39,68.105,12.0598039215637,0.86473649885544,132.5,2.81857637417577,132.021552970443,9.85801426426351,217.712491631153,281.5,5.5,NA,65.2416291977279,4.37437809506063
"Z013E0118",45.407697422787,152.284431304277,17.0415299227703,16.8846361627153,78.793621226218,30.27639,947.8172225,917.538335,6.66666666666667,900.5,118,205.5,50,4.665,14.53,60.695,7.39313725456373,0.86473649885544,170,2.81857637417577,115.573500777993,12.8580142642635,258.712491631153,312.5,6,NA,70.2416291977279,3.53307012793367
"Z013E0119",45.9168088360651,108.841988531228,19.0415299227703,20.0846510102173,74.5338323939136,5,830.386945,825.386945,5.33333333333333,645,82.5,176.5,62.5,3.95,13.125,69.53,15.3931372515637,0.86473649885544,145,0.818576374175771,83.0215529704428,6.85801426426351,224.712491631153,275.5,8,NA,65,4.87437809506063
"Z013E0120",41.8333333333333,138.166666666667,19.0415299227703,16,66.6666666666667,16.9422225,934.4830575,917.538335,5.33333333333333,802,105,170.5,50,4.85921931449082,15.954921258578,60.8197476114519,NA,0.86473649885544,168.384299261511,2.81857637417577,93,11.8580142642635,186.712491631153,274.5,8.5,NA,72.5,3.73333333333333
"Z013E0121",40.9168088360651,105.841988531228,19.0415299227703,16.0846510102173,67.5338323939136,32.1225,903.2330575,871.108055,6.41206330384595,787.5,87.5,163.5,60,4.01,13.205,68.02,NA,0.86473649885544,162.5,0.818576374175771,109.021552970443,10.8580142642635,258.712491631153,283.5,11,NA,62.5,3.67437809506063
"Z013E0122",40.5507069952455,150.636562961337,25.0415299227703,14.6576893423934,98.4732949707388,36.9013875,871.360555,834.4566675,7.94077612733705,801,103,206,50,5.32,15.055,63.615,NA,0.86473649885544,180,1.81857637417577,134.437275707228,11.8580142642635,223.712491631153,341.5,10,NA,52.5,4.90411891959665
"Z013E0123",47.5507069952455,133.636562961337,25.0415299227703,17.1576893423934,134.973294970739,19.1922225,837.913335,818.7186125,10,760.696721511899,116.741542692935,196.5,46.25,4.145,12.845,67.31,13.7264705915637,0.86473649885544,185,1.81857637417577,127.437275707228,11.8580142642635,180.712491631153,315,7,NA,77.5,5.82911891959665
"Z013E0124",34,110,17.0415299227703,14.3333333333333,48.1666666666667,27.4277775,905.2041675,877.7763875,6.44077612733705,630.5,99,164.5,47.5,NA,NA,NA,NA,0.86473649885544,92.5,0.818576374175771,96.8333333333333,11.8580142642635,182.712491631153,304.5,15,NA,52.5,3.13333333333333
"Z013E0125",41.8985860095089,96.7268740773264,NA,16.6846213152132,45.5534100585223,84.9975,856.1080575,771.108055,9.94077612733705,781,89.5,187,62.5,4.10921931449083,12.644921258578,63.7097476114519,NA,0.86473649885544,150.83333335,0.818576374175771,68.1254485855441,12.8580142642635,124.712491631153,319,9,NA,72.5,4.6417621608067
"Z013E0126",40.6666666666667,102.5,20.0415299227703,12.3333333333333,54.8333333333333,15.358055,817.6922225,802.3316675,9,746.5,84.5,204,67.5,5,12.215,64.88,NA,0.86473649885544,162.5,0.818576374175771,94.5,8.85801426426351,180.712491631153,279,6.5,NA,70,4.45
"Z013E0127",45.0507069952455,181.636562961337,32.0415299227703,14.1576893423934,96.9732949707388,52.456665,937.47111,885.009445,10.940776127337,764.5,99.5,211.5,57.5,5.315,14.29,64.19,NA,0.86473649885544,132.5,2.81857637417577,135.937275707228,8.85801426426351,218.712491631153,341.5,8.5,NA,42.5,4.57911891959665
"Z013E0128",45.407697422787,135.284431304277,29.0415299227703,19.1346361627153,102.293621226218,20.4566675,924.0672225,903.608055,9.33333333333333,735,100.5,208.5,52.5,4.87,10.785,71.89,10.3931372545637,0.86473649885544,157.5,1.81857637417577,126.573500777993,10.8580142642635,178.712491631153,285.5,7,NA,72.5,4.35807012793367
"Z013E0129",35.5507069952455,137.636562961337,30.0415299227703,15.1576893423934,69.9732949707388,36.6802775,887.52389,850.8436125,5.94077612733705,820.5,78.5,254.5,65,5.33,13.35,64.135,NA,0.86473649885544,157.5,2.81857637417577,118.937275707228,9.85801426426351,223.712491631153,387,9.5,NA,70,3.58385974413267
"Z013E0130",42.9168088360652,131.841988531228,22.0415299227703,16.0846510102173,80.5338323939136,25.4566675,903.2330575,877.7763875,6,721,104.5,193.5,50,4.805,14.17,64.96,NA,0.86473649885544,142.5,1.81857637417577,132.021552970443,8.85801426426351,226.712491631153,327,16.5,NA,62.5,3.47437809506063
"Z013E0131",42.657697422787,105.034431304277,19.0415299227703,14.8846361627153,51.5338323939136,31.0816675,868.9975,837.913335,6.33333333333333,701.5,87.5,162,55,4.04,13.82,66.49,NA,0.86473649885544,162.5,0.818576374175771,78.5735007779934,11.8580142642635,192.712491631153,254.5,8,NA,62.5,4.43307012793367
"Z013E0132",46.407697422787,150.284431304277,27.0415299227703,18.1346361627153,116.293621226218,25.261945,898.483055,873.2186125,7.66666666666667,736.5,97.5,216.5,37.5,4.48,14.305,65.63,10.3931372545637,0.86473649885544,192.5,2.81857637417577,149.073500777993,11.8580142642635,226.712491631153,331,10,NA,70,4.45807012793367
"Z013E0133",41.0507069952455,120.636562961337,19.0415299227703,14.1576893423934,79.4732949707388,68.5602492573756,899.228261971491,830.48666716424,6,660.5,79.5,127,62.5,4.355,12.625,68.135,15.3931372515637,0.86473649885544,145,1.81857637417577,108.437275707228,9.85801426426351,147.712491631153,256,8.5,NA,60,6.17437809506063
"Z013E0134",42.9168088360651,110.841988531228,20.0415299227703,16.0846510102173,57.5338323939136,19.860555,930.4566675,910.5936125,7.66666666666667,749,90.5,212,50,4.54,13.01,68.635,12.0598039215637,0.86473649885544,175,2.81857637417577,93.0215529704427,10.8580142642635,270.712491631153,319.5,15,NA,67.5,3.57437809506063
"Z013E0135",35.5507069952455,101.136562961337,22.0415299227703,12.1576893423934,39.4732949707388,16.52639,956.9830575,940.4566675,5.91206330384595,769,106,146,59.166666665,5.33921931449083,15.264921258578,61.879747611452,7.39313725456373,0.86473649885544,138.75,5.81857637417577,96.4372757072279,10.8580142642635,183.712491631153,274.5,11,NA,75,3.82911891959665
"Z013E0136",38.184605154426,129.431137391445,NA,12.2307276745695,84.412757547564,17.1847507426244,927.353403028509,910.34000283576,-0.294321137633995,644.303278488101,91.258457307065,225.495229530357,59.2036014082141,4.54078068550917,14.285078741422,64.8302523885481,NA,0.86473649885544,156.615700738489,0.818576374175771,115.852998444013,3.85801426426351,170.712491631153,264.891762504946,3.3746963932817,NA,NA,4.88385974413266
"Z013E0137",36.9168088360651,184.841988531228,25.0415299227703,12.0846510102173,71.5338323939137,14.014445,906.9013875,892.886945,5.70567886236601,765.303278488101,86.258457307065,211,35.7963985917859,4.64921931449082,13.504921258578,67.589747611452,NA,0.86473649885544,142.5,1.81857637417577,154.021552970443,12.8580142642635,174.712491631153,294,9,NA,60,3.07437809506063
"Z013E0138",37.3007069952455,123.886562961337,24.0415299227703,13.1576893423934,70.9732949707388,42.2763875,918.6777775,876.39889,7.705678862366,693.5,88.25,236.5,52.5,4.46,12.9,67.505,NA,0.86473649885544,152.5,1.81857637417577,110.187275707228,9.85801426426351,222.712491631153,323,8,NA,70.2416291977279,4.52911891959665
"Z013E0139",46.9168088360651,140.841988531228,NA,16.0846510102173,128.533832393914,40.1922225,832.733055,792.5408325,5.91206330384595,645.5,89,228,55,3.41921931449083,12.784921258578,68.1797476114519,8.72647058856373,0.86473649885544,137.5,0.818576374175771,121.021552970443,11.8580142642635,144.712491631153,269.5,6,NA,72.5,4.67437809506063
"Z013E0140",39.8007069952456,101.636562961337,22.0415299227703,14.1576893423934,57.4732949707388,43.9277775,827.1225,783.1922225,6.70567886236601,719.5,84,232,55,NA,NA,NA,NA,0.86473649885544,120,NA,93.687275707228,6.85801426426351,202.712491631153,342,5.6253036067183,NA,65,3.52911891959665
"Z013E0141",41.5507069952455,141.636562961337,22.0415299227703,12.1576893423934,93.4732949707388,16.733055,930.4566675,913.72111,5.41206330384595,691.5,83.5,250,57.5,6.025,13.365,65.28,8.72647058856373,0.86473649885544,177.5,0.818576374175771,128.437275707228,7.85801426426351,171.712491631153,289.5,4.5,NA,70,5.62911891959665
"Z013E0142",36.184605154426,137.431137391445,NA,14.2307276745695,71.412757547564,25.2375307426244,935.406183028509,910.34000283576,4.70567886236601,665.303278488101,104.258457307065,168.5,69.2036014082141,4.28078068550918,12.955078741422,69.3802523885481,NA,0.86473649885544,130,1.81857637417577,133.852998444013,12.8580142642635,172.712491631153,245.5,6,NA,69.7583708022721,2.78385974413267
"Z013E0143",39.9168088360651,119.841988531228,27.0415299227703,14.0846510102173,79.5338323939137,43.4566675,898.483055,855.02389,6.41206330384595,638,92.5,206,50,5.69921931449083,15.574921258578,65.499747611452,5.72647058856373,0.86473649885544,152.5,0.818576374175771,110.021552970443,10.8580142642635,164.712491631153,284,9.5,NA,75,4.77437809506063
"Z013E0144",46.0507069952455,132.136562961337,30.0415299227703,16.1576893423934,110.973294970739,51.0741957426244,947.353403028509,896.45055783576,2.705678862366,677,89,190,47.5,NA,NA,NA,NA,0.86473649885544,166.615700738489,2.81857637417577,125.937275707228,7.85801426426351,200.712491631153,264,9.5,NA,64.7583708022721,4.32911891959665
"Z013E0145",45.0507069952455,136.136562961337,34.0415299227703,18.1576893423934,90.412757547564,53.4975,903.608055,850.110555,4.91206330384596,658,90,206,45,5.23921931449083,14.494921258578,63.749747611452,12.0598039215637,0.86473649885544,150,2.81857637417577,129.437275707228,8.85801426426351,139.712491631153,298,12,NA,52.5,3.72911891959665
"Z013E0146",38.9168088360651,129.841988531228,17.0415299227703,12.0846510102173,50.5338323939136,55.663335,900.2475,844.5816675,5.91206330384595,704.5,87,254.5,42.5,4.99921931449082,15.454921258578,62.8997476114519,14.5598039215637,0.86473649885544,165,1.81857637417577,88.0215529704428,9.85801426426351,204.712491631153,326,5.5,NA,70,4.77437809506063
"Z013E0147",42.9168088360651,119.841988531228,23.0415299227703,16.0846510102173,90.5338323939136,22.5,952.610555,930.110555,6.41206330384595,657.25,95.25,164.5,56.25,3.79921931449082,11.644921258578,68.9297476114519,3.05980392156373,0.86473649885544,178.384299261511,2.81857637417577,112.021552970443,9.85801426426351,233.712491631153,276,9.5,NA,70,4.67437809506063
"Z013E0148",39.0507069952455,123.136562961337,NA,14.2307276745695,50.9732949707388,12.9158325,930.4566675,917.538335,5.41206330384595,761,93.5,184,42.5,4.49078068550917,13.005078741422,65.5702523885481,NA,0.86473649885544,133.384299261511,0.818576374175771,90.437275707228,13.8580142642635,216.712491631153,268.5,9.5,NA,65.2416291977279,3.87911891959665
"Z013E0149",37.5507069952455,112.136562961337,21.0415299227703,13.1576893423934,60.9732949707388,59.9422225,934.4830575,874.5408325,5.41206330384595,723.5,86.5,194,47.5,4.95921931449082,13.884921258578,66.7097476114519,9.05980392156373,0.86473649885544,167.5,1.81857637417577,92.437275707228,12.8580142642635,194.712491631153,277.5,12,NA,65,3.77911891959665
"Z013E0150",48.9168088360651,103.841988531228,18.0415299227703,14.0846510102173,81.5338323939136,25.1225,910.1369425,885.009445,5.705678862366,674,95,160.504770469643,60,3.49,13.055,66.53,NA,0.86473649885544,132.5,NA,70.0215529704427,11.8580142642635,NA,263.108237495054,7.62530360671831,NA,57.5,5.47437809506063
"Z013E0151",34.184605154426,104.431137391445,NA,13.2307276745695,40.412757547564,11.3530857426244,947.353403028509,936.17666783576,2.70567886236601,659.303278488101,81.258457307065,195.495229530357,64.2036014082141,4.95078068550917,13.885078741422,64.5802523885481,NA,0.86473649885544,137.5,1.81857637417577,93.3529984440132,8.85801426426351,180.712491631153,274.891762504946,7,NA,67.5,2.38385974413267
"Z013E0152",44.9168088360651,103.841988531228,17.5415299227703,NA,74.5338323939137,80.5164207426244,962.074513028509,881.72944783576,7.41206330384595,696,93.5,181,52.5,4.51921931449083,12.734921258578,68.6897476114519,3.05980392156373,0.86473649885544,140,0.818576374175771,85.0215529704428,7.85801426426351,170.712491631153,247.5,4.5,NA,70,5.07437809506064
"Z013E0153",36.9168088360651,141.841988531228,19.0415299227703,12.0846510102173,49.5338323939136,10.4158325,934.4830575,924.0672225,6.705678862366,714,109.5,239.5,30,3.24921931449082,17.154921258578,63.2697476114519,NA,0.86473649885544,167.5,0.818576374175771,126.021552970443,8.85801426426351,234.712491631153,331,4.5,NA,57.5,2.97437809506064
"Z013E0154",44.8007069952455,165.136562961337,38.5415299227703,15.1576893423934,137.973294970739,35.985555,857.511945,821.52639,9.91206330384595,833.696721511899,97.741542692935,265,50.7963985917859,5.29921931449082,12.664921258578,65.999747611452,6.05980392156373,0.86473649885544,180,4.81857637417577,150.687275707228,10.8580142642635,290.712491631153,393.5,11.5,NA,56.25,4.52911891959665
"Z013E0155",37.5507069952456,120.136562961337,18.0415299227703,12.1576893423934,46.5338323939136,11.386945,951.8436125,940.4566675,3.70567886236601,748,104,201.5,47.5,4.80921931449083,12.654921258578,66.9197476114519,NA,0.86473649885544,177.5,1.81857637417577,74.937275707228,2.85801426426351,246.712491631153,291,7.5,NA,62.5,3.77437809506064
"Z013E0156",36.5507069952455,135.636562961337,28.0415299227703,14.1576893423934,70.9732949707388,88.5741957426244,970.127293028509,869.038335,1.705678862366,645.303278488101,81.258457307065,185.495229530357,66.7036014082141,NA,NA,NA,NA,0.86473649885544,143.384299261511,1.81857637417577,118.937275707228,6.85801426426351,152.712491631153,247.891762504946,10.3746963932817,NA,70,3.97911891959665
"Z013E0157",39.0507069952455,114.636562961337,22.0415299227703,13.1576893423934,80.4732949707388,17.235555,809.77639,792.5408325,7.91206330384595,609,82.5,219.5,45,3.67921931449083,12.304921258578,66.7897476114519,NA,0.86473649885544,140,2.81857637417577,110.937275707228,11.8580142642635,182.712491631153,290,6,NA,57.5,4.62911891959665
"Z013E0158",41.5507069952455,140.136562961337,21.0415299227703,15.1576893423934,70.4732949707388,31.913335,956.9830575,925.0672225,6.41206330384595,768.5,102,221.5,50,4.20921931449083,17.074921258578,62.439747611452,NA,0.86473649885544,192.5,0.818576374175771,107.437275707228,10.8580142642635,184.712491631153,300.5,12,NA,70,4.22911891959665
"Z013E0159",37.0507069952456,148.136562961337,26.0415299227703,11.1576893423934,72.9732949707388,20.8316675,924.0672225,903.2330575,1.705678862366,723.5,80.5,200.5,55,NA,NA,NA,NA,0.86473649885544,152.5,1.81857637417577,129.937275707228,10.8580142642635,236.712491631153,279.5,8,NA,72.5,4.47911891959665
"Z013E0160",35.9168088360651,131.841988531228,29.0415299227703,12.0846510102173,66.5338323939136,16.52639,956.9830575,940.4566675,6.41206330384595,610,83,224,57.5,4.90921931449082,14.234921258578,61.219747611452,12.0598039215637,0.86473649885544,127.5,-0.181423625824229,118.021552970443,11.8580142642635,214.712491631153,318,5.5,NA,65,3.57437809506063
"Z013E0161",NA,NA,NA,NA,NA,10.4158325,934.4830575,924.0672225,5.91206330384595,783.5,95,197.5,57.5,3.96921931449082,18.764921258578,60.2197476114519,4.39313725456373,0.86473649885544,182.5,1.81857637417577,NA,11.8580142642635,202.712491631153,295.5,9.5,NA,72.5,NA
"Z013E0162",41.684605154426,101.931137391445,NA,15.2307276745695,74.912757547564,51.110555,947.8172225,896.7066675,2.705678862366,660,77.75,200,56.7036014082141,4.55078068550917,14.935078741422,65.1302523885481,NA,0.86473649885544,163.384299261511,1.81857637417577,96.8529984440132,6.85801426426351,201.712491631153,267,7.5,NA,45.2416291977279,4.68385974413267
"Z013E0163",NA,NA,NA,NA,NA,14.4058657426244,872.906183028509,858.67666783576,3.705678862366,727.303278488101,81.258457307065,226.495229530357,NA,NA,NA,NA,NA,0.86473649885544,166.615700738489,0.818576374175771,NA,12.8580142642635,194.712491631153,295.891762504946,5.3746963932817,NA,59.7583708022721,NA
"Z013E0164",35.5507069952455,97.1365629613368,20.0415299227703,13.1576893423934,47.4732949707388,37.136945,880.5791675,843.4422225,6.41206330384595,771.5,90,284.5,40,7.59921931449083,12.894921258578,65.229747611452,12.0598039215637,0.86473649885544,152.5,0.818576374175771,92.437275707228,5.85801426426351,202.712491631153,349,4.75,NA,65,2.92911891959665
"Z013E0165",42.8007069952455,118.136562961337,29.0415299227703,13.6576893423934,87.9732949707388,33.02389,920.5527775,887.52389,5.41206330384595,707.5,110,229,62.5,4.705,13.965,64.055,4.05980392156373,0.86473649885544,137.5,2.81857637417577,114.687275707228,10.8580142642635,201.712491631153,337,10,NA,65,4.52911891959665
"Z013E0166",39.9168088360651,111.841988531228,26.0415299227703,14.0846510102173,63.5338323939136,34.3052775,951.8436125,917.538335,6.70567886236601,722.303278488101,105.258457307065,242,42.5,4.48921931449083,16.364921258578,60.179747611452,NA,0.86473649885544,198.384299261511,0.818576374175771,105.021552970443,12.8580142642635,196.712491631153,345.5,11.5,NA,65,3.27437809506063
